site,month,total
electronics.stackexchange.com,2013-10-01,5202.0
electronics.stackexchange.com,2013-11-01,4988.0
electronics.stackexchange.com,2013-12-01,4278.0
electronics.stackexchange.com,2014-01-01,5328.0
electronics.stackexchange.com,2014-02-01,4758.0
electronics.stackexchange.com,2014-03-01,5656.0
electronics.stackexchange.com,2014-04-01,6092.0
electronics.stackexchange.com,2014-05-01,6068.0
electronics.stackexchange.com,2014-06-01,5772.0
electronics.stackexchange.com,2014-07-01,6958.0
electronics.stackexchange.com,2014-08-01,6052.0
electronics.stackexchange.com,2014-09-01,6602.0
electronics.stackexchange.com,2014-10-01,6794.0
electronics.stackexchange.com,2014-11-01,6750.0
electronics.stackexchange.com,2014-12-01,6414.0
electronics.stackexchange.com,2015-01-01,7866.0
electronics.stackexchange.com,2015-02-01,7418.0
electronics.stackexchange.com,2015-03-01,7880.0
electronics.stackexchange.com,2015-04-01,7460.0
electronics.stackexchange.com,2015-05-01,7656.0
electronics.stackexchange.com,2015-06-01,7588.0
electronics.stackexchange.com,2015-07-01,7040.0
electronics.stackexchange.com,2015-08-01,6968.0
electronics.stackexchange.com,2015-09-01,6866.0
electronics.stackexchange.com,2015-10-01,8306.0
electronics.stackexchange.com,2015-11-01,8042.0
electronics.stackexchange.com,2015-12-01,8304.0
electronics.stackexchange.com,2016-01-01,8970.0
electronics.stackexchange.com,2016-02-01,8552.0
electronics.stackexchange.com,2016-03-01,8474.0
electronics.stackexchange.com,2016-04-01,8824.0
electronics.stackexchange.com,2016-05-01,9312.0
electronics.stackexchange.com,2016-06-01,8226.0
electronics.stackexchange.com,2016-07-01,8270.0
electronics.stackexchange.com,2016-08-01,8596.0
electronics.stackexchange.com,2016-09-01,8946.0
electronics.stackexchange.com,2016-10-01,9670.0
electronics.stackexchange.com,2016-11-01,9108.0
electronics.stackexchange.com,2016-12-01,8546.0
electronics.stackexchange.com,2017-01-01,9446.0
electronics.stackexchange.com,2017-02-01,9422.0
electronics.stackexchange.com,2017-03-01,10508.0
electronics.stackexchange.com,2017-04-01,9286.0
electronics.stackexchange.com,2017-05-01,9100.0
electronics.stackexchange.com,2017-06-01,8862.0
electronics.stackexchange.com,2017-07-01,9236.0
electronics.stackexchange.com,2017-08-01,7612.0
english.stackexchange.com,2008-07-01,0.0
english.stackexchange.com,2008-08-01,0.0
english.stackexchange.com,2008-09-01,0.0
english.stackexchange.com,2008-10-01,0.0
english.stackexchange.com,2008-11-01,0.0
english.stackexchange.com,2008-12-01,0.0
english.stackexchange.com,2009-01-01,0.0
english.stackexchange.com,2009-02-01,0.0
english.stackexchange.com,2009-03-01,0.0
english.stackexchange.com,2009-04-01,0.0
english.stackexchange.com,2009-05-01,0.0
english.stackexchange.com,2009-06-01,10.0
english.stackexchange.com,2009-07-01,0.0
english.stackexchange.com,2009-08-01,0.0
english.stackexchange.com,2009-09-01,0.0
english.stackexchange.com,2009-10-01,0.0
english.stackexchange.com,2009-11-01,0.0
english.stackexchange.com,2009-12-01,0.0
english.stackexchange.com,2010-01-01,4.0
english.stackexchange.com,2010-02-01,0.0
english.stackexchange.com,2010-03-01,0.0
english.stackexchange.com,2010-04-01,0.0
english.stackexchange.com,2010-05-01,0.0
english.stackexchange.com,2010-06-01,0.0
english.stackexchange.com,2010-07-01,0.0
english.stackexchange.com,2010-08-01,3904.0
english.stackexchange.com,2010-09-01,2198.0
english.stackexchange.com,2010-10-01,1748.0
english.stackexchange.com,2010-11-01,2466.0
english.stackexchange.com,2010-12-01,3130.0
english.stackexchange.com,2011-01-01,5514.0
english.stackexchange.com,2011-02-01,6570.0
english.stackexchange.com,2011-03-01,7620.0
english.stackexchange.com,2011-04-01,8056.0
english.stackexchange.com,2011-05-01,8172.0
english.stackexchange.com,2011-06-01,7508.0
english.stackexchange.com,2011-07-01,6618.0
english.stackexchange.com,2011-08-01,6362.0
english.stackexchange.com,2011-09-01,6220.0
english.stackexchange.com,2011-10-01,5200.0
english.stackexchange.com,2011-11-01,5824.0
english.stackexchange.com,2011-12-01,5214.0
english.stackexchange.com,2012-01-01,5540.0
english.stackexchange.com,2012-02-01,5228.0
english.stackexchange.com,2012-03-01,5226.0
english.stackexchange.com,2012-04-01,5690.0
english.stackexchange.com,2012-05-01,5454.0
english.stackexchange.com,2012-06-01,5430.0
english.stackexchange.com,2012-07-01,5492.0
english.stackexchange.com,2012-08-01,5888.0
english.stackexchange.com,2012-09-01,4660.0
english.stackexchange.com,2012-10-01,5668.0
english.stackexchange.com,2012-11-01,4864.0
english.stackexchange.com,2012-12-01,5298.0
english.stackexchange.com,2013-01-01,7054.0
english.stackexchange.com,2013-02-01,5072.0
english.stackexchange.com,2013-03-01,5080.0
english.stackexchange.com,2013-04-01,4152.0
english.stackexchange.com,2013-05-01,3920.0
english.stackexchange.com,2013-06-01,3608.0
english.stackexchange.com,2013-07-01,4580.0
english.stackexchange.com,2013-08-01,5884.0
english.stackexchange.com,2013-09-01,7416.0
english.stackexchange.com,2013-10-01,6892.0
english.stackexchange.com,2013-11-01,6422.0
english.stackexchange.com,2013-12-01,6566.0
english.stackexchange.com,2014-01-01,8052.0
english.stackexchange.com,2014-02-01,9190.0
english.stackexchange.com,2014-03-01,9706.0
english.stackexchange.com,2014-04-01,10506.0
english.stackexchange.com,2014-05-01,10814.0
english.stackexchange.com,2014-06-01,8372.0
english.stackexchange.com,2014-07-01,8862.0
english.stackexchange.com,2014-08-01,8074.0
english.stackexchange.com,2014-09-01,7400.0
english.stackexchange.com,2014-10-01,8778.0
english.stackexchange.com,2014-11-01,8714.0
english.stackexchange.com,2014-12-01,8898.0
english.stackexchange.com,2015-01-01,9516.0
english.stackexchange.com,2015-02-01,8226.0
english.stackexchange.com,2015-03-01,8892.0
english.stackexchange.com,2015-04-01,9342.0
english.stackexchange.com,2015-05-01,9288.0
english.stackexchange.com,2015-06-01,10556.0
english.stackexchange.com,2015-07-01,12772.0
english.stackexchange.com,2015-08-01,10560.0
english.stackexchange.com,2015-09-01,8656.0
english.stackexchange.com,2015-10-01,10652.0
english.stackexchange.com,2015-11-01,11004.0
english.stackexchange.com,2015-12-01,9636.0
english.stackexchange.com,2016-01-01,10228.0
english.stackexchange.com,2016-02-01,9356.0
english.stackexchange.com,2016-03-01,8658.0
english.stackexchange.com,2016-04-01,8426.0
english.stackexchange.com,2016-05-01,9142.0
english.stackexchange.com,2016-06-01,6612.0
english.stackexchange.com,2016-07-01,7170.0
english.stackexchange.com,2016-08-01,7588.0
english.stackexchange.com,2016-09-01,6948.0
english.stackexchange.com,2016-10-01,6722.0
english.stackexchange.com,2016-11-01,6346.0
english.stackexchange.com,2016-12-01,6344.0
english.stackexchange.com,2017-01-01,6762.0
english.stackexchange.com,2017-02-01,6724.0
english.stackexchange.com,2017-03-01,7350.0
english.stackexchange.com,2017-04-01,7334.0
english.stackexchange.com,2017-05-01,6894.0
english.stackexchange.com,2017-06-01,6704.0
english.stackexchange.com,2017-07-01,7134.0
english.stackexchange.com,2017-08-01,5910.0
homebrew.stackexchange.com,2008-07-01,0.0
homebrew.stackexchange.com,2008-08-01,0.0
homebrew.stackexchange.com,2008-09-01,0.0
homebrew.stackexchange.com,2008-10-01,0.0
homebrew.stackexchange.com,2008-11-01,0.0
homebrew.stackexchange.com,2008-12-01,0.0
homebrew.stackexchange.com,2009-01-01,0.0
homebrew.stackexchange.com,2009-02-01,0.0
homebrew.stackexchange.com,2009-03-01,0.0
homebrew.stackexchange.com,2009-04-01,0.0
homebrew.stackexchange.com,2009-05-01,0.0
homebrew.stackexchange.com,2009-06-01,0.0
homebrew.stackexchange.com,2009-07-01,0.0
homebrew.stackexchange.com,2009-08-01,0.0
homebrew.stackexchange.com,2009-09-01,0.0
homebrew.stackexchange.com,2009-10-01,0.0
homebrew.stackexchange.com,2009-11-01,0.0
homebrew.stackexchange.com,2009-12-01,466.0
homebrew.stackexchange.com,2010-01-01,706.0
homebrew.stackexchange.com,2010-02-01,422.0
homebrew.stackexchange.com,2010-03-01,388.0
homebrew.stackexchange.com,2010-04-01,316.0
homebrew.stackexchange.com,2010-05-01,250.0
homebrew.stackexchange.com,2010-06-01,248.0
homebrew.stackexchange.com,2010-07-01,220.0
homebrew.stackexchange.com,2010-08-01,118.0
homebrew.stackexchange.com,2010-09-01,140.0
homebrew.stackexchange.com,2010-10-01,94.0
homebrew.stackexchange.com,2010-11-01,1856.0
homebrew.stackexchange.com,2010-12-01,534.0
homebrew.stackexchange.com,2011-01-01,522.0
homebrew.stackexchange.com,2011-02-01,418.0
homebrew.stackexchange.com,2011-03-01,566.0
homebrew.stackexchange.com,2011-04-01,450.0
homebrew.stackexchange.com,2011-05-01,434.0
homebrew.stackexchange.com,2011-06-01,440.0
homebrew.stackexchange.com,2011-07-01,366.0
homebrew.stackexchange.com,2011-08-01,412.0
homebrew.stackexchange.com,2011-09-01,444.0
homebrew.stackexchange.com,2011-10-01,364.0
homebrew.stackexchange.com,2011-11-01,420.0
homebrew.stackexchange.com,2011-12-01,452.0
homebrew.stackexchange.com,2012-01-01,580.0
homebrew.stackexchange.com,2012-02-01,634.0
homebrew.stackexchange.com,2012-03-01,494.0
homebrew.stackexchange.com,2012-04-01,282.0
homebrew.stackexchange.com,2012-05-01,352.0
homebrew.stackexchange.com,2012-06-01,288.0
homebrew.stackexchange.com,2012-07-01,252.0
homebrew.stackexchange.com,2012-08-01,390.0
homebrew.stackexchange.com,2012-09-01,358.0
homebrew.stackexchange.com,2012-10-01,266.0
homebrew.stackexchange.com,2012-11-01,264.0
homebrew.stackexchange.com,2012-12-01,212.0
homebrew.stackexchange.com,2013-01-01,324.0
homebrew.stackexchange.com,2013-02-01,298.0
homebrew.stackexchange.com,2013-03-01,344.0
homebrew.stackexchange.com,2013-04-01,366.0
homebrew.stackexchange.com,2013-05-01,428.0
homebrew.stackexchange.com,2013-06-01,244.0
homebrew.stackexchange.com,2013-07-01,358.0
homebrew.stackexchange.com,2013-08-01,234.0
homebrew.stackexchange.com,2013-09-01,266.0
homebrew.stackexchange.com,2013-10-01,346.0
homebrew.stackexchange.com,2013-11-01,354.0
homebrew.stackexchange.com,2013-12-01,328.0
homebrew.stackexchange.com,2014-01-01,666.0
homebrew.stackexchange.com,2014-02-01,546.0
homebrew.stackexchange.com,2014-03-01,406.0
homebrew.stackexchange.com,2014-04-01,322.0
homebrew.stackexchange.com,2014-05-01,304.0
homebrew.stackexchange.com,2014-06-01,146.0
homebrew.stackexchange.com,2014-07-01,356.0
homebrew.stackexchange.com,2014-08-01,250.0
homebrew.stackexchange.com,2014-09-01,332.0
homebrew.stackexchange.com,2014-10-01,302.0
homebrew.stackexchange.com,2014-11-01,332.0
homebrew.stackexchange.com,2014-12-01,286.0
homebrew.stackexchange.com,2015-01-01,320.0
homebrew.stackexchange.com,2015-02-01,340.0
homebrew.stackexchange.com,2015-03-01,402.0
homebrew.stackexchange.com,2015-04-01,348.0
homebrew.stackexchange.com,2015-05-01,350.0
homebrew.stackexchange.com,2015-06-01,388.0
homebrew.stackexchange.com,2015-07-01,410.0
homebrew.stackexchange.com,2015-08-01,304.0
homebrew.stackexchange.com,2015-09-01,426.0
homebrew.stackexchange.com,2015-10-01,322.0
homebrew.stackexchange.com,2015-11-01,348.0
homebrew.stackexchange.com,2015-12-01,286.0
homebrew.stackexchange.com,2016-01-01,396.0
homebrew.stackexchange.com,2016-02-01,382.0
homebrew.stackexchange.com,2016-03-01,502.0
homebrew.stackexchange.com,2016-04-01,402.0
homebrew.stackexchange.com,2016-05-01,372.0
homebrew.stackexchange.com,2016-06-01,236.0
homebrew.stackexchange.com,2016-07-01,250.0
homebrew.stackexchange.com,2016-08-01,288.0
homebrew.stackexchange.com,2016-09-01,292.0
homebrew.stackexchange.com,2016-10-01,244.0
homebrew.stackexchange.com,2016-11-01,242.0
homebrew.stackexchange.com,2016-12-01,232.0
homebrew.stackexchange.com,2017-01-01,336.0
homebrew.stackexchange.com,2017-02-01,200.0
homebrew.stackexchange.com,2017-03-01,190.0
homebrew.stackexchange.com,2017-04-01,170.0
homebrew.stackexchange.com,2017-05-01,242.0
homebrew.stackexchange.com,2017-06-01,238.0
homebrew.stackexchange.com,2017-07-01,372.0
homebrew.stackexchange.com,2017-08-01,190.0
judaism.stackexchange.com,2008-07-01,0.0
judaism.stackexchange.com,2008-08-01,0.0
judaism.stackexchange.com,2008-09-01,0.0
judaism.stackexchange.com,2008-10-01,0.0
judaism.stackexchange.com,2008-11-01,0.0
judaism.stackexchange.com,2008-12-01,0.0
judaism.stackexchange.com,2009-01-01,0.0
judaism.stackexchange.com,2009-02-01,0.0
judaism.stackexchange.com,2009-03-01,0.0
judaism.stackexchange.com,2009-04-01,0.0
judaism.stackexchange.com,2009-05-01,0.0
judaism.stackexchange.com,2009-06-01,0.0
judaism.stackexchange.com,2009-07-01,0.0
judaism.stackexchange.com,2009-08-01,0.0
judaism.stackexchange.com,2009-09-01,0.0
judaism.stackexchange.com,2009-10-01,0.0
judaism.stackexchange.com,2009-11-01,0.0
judaism.stackexchange.com,2009-12-01,250.0
judaism.stackexchange.com,2010-01-01,264.0
judaism.stackexchange.com,2010-02-01,48.0
judaism.stackexchange.com,2010-03-01,574.0
judaism.stackexchange.com,2010-04-01,1202.0
judaism.stackexchange.com,2010-05-01,686.0
judaism.stackexchange.com,2010-06-01,644.0
judaism.stackexchange.com,2010-07-01,622.0
judaism.stackexchange.com,2010-08-01,742.0
judaism.stackexchange.com,2010-09-01,714.0
judaism.stackexchange.com,2010-10-01,1170.0
judaism.stackexchange.com,2010-11-01,974.0
judaism.stackexchange.com,2010-12-01,1270.0
judaism.stackexchange.com,2011-01-01,1284.0
judaism.stackexchange.com,2011-02-01,854.0
judaism.stackexchange.com,2011-03-01,1022.0
judaism.stackexchange.com,2011-04-01,678.0
judaism.stackexchange.com,2011-05-01,1800.0
judaism.stackexchange.com,2011-06-01,1164.0
judaism.stackexchange.com,2011-07-01,1068.0
judaism.stackexchange.com,2011-08-01,990.0
judaism.stackexchange.com,2011-09-01,1238.0
judaism.stackexchange.com,2011-10-01,1238.0
judaism.stackexchange.com,2011-11-01,1606.0
judaism.stackexchange.com,2011-12-01,1676.0
judaism.stackexchange.com,2012-01-01,1814.0
judaism.stackexchange.com,2012-02-01,1956.0
judaism.stackexchange.com,2012-03-01,1180.0
judaism.stackexchange.com,2012-04-01,1012.0
judaism.stackexchange.com,2012-05-01,1310.0
judaism.stackexchange.com,2012-06-01,1156.0
judaism.stackexchange.com,2012-07-01,1442.0
judaism.stackexchange.com,2012-08-01,1228.0
judaism.stackexchange.com,2012-09-01,1156.0
judaism.stackexchange.com,2012-10-01,1006.0
judaism.stackexchange.com,2012-11-01,850.0
judaism.stackexchange.com,2012-12-01,1250.0
judaism.stackexchange.com,2013-01-01,1348.0
judaism.stackexchange.com,2013-02-01,1382.0
judaism.stackexchange.com,2013-03-01,1564.0
judaism.stackexchange.com,2013-04-01,1276.0
judaism.stackexchange.com,2013-05-01,1510.0
judaism.stackexchange.com,2013-06-01,874.0
judaism.stackexchange.com,2013-07-01,1060.0
judaism.stackexchange.com,2013-08-01,954.0
judaism.stackexchange.com,2013-09-01,894.0
judaism.stackexchange.com,2013-10-01,1128.0
judaism.stackexchange.com,2013-11-01,1100.0
judaism.stackexchange.com,2013-12-01,1164.0
judaism.stackexchange.com,2014-01-01,1422.0
judaism.stackexchange.com,2014-02-01,1310.0
judaism.stackexchange.com,2014-03-01,1632.0
judaism.stackexchange.com,2014-04-01,1516.0
judaism.stackexchange.com,2014-05-01,2048.0
judaism.stackexchange.com,2014-06-01,1820.0
judaism.stackexchange.com,2014-07-01,2128.0
judaism.stackexchange.com,2014-08-01,1500.0
judaism.stackexchange.com,2014-09-01,1632.0
judaism.stackexchange.com,2014-10-01,1836.0
judaism.stackexchange.com,2014-11-01,1744.0
judaism.stackexchange.com,2014-12-01,2384.0
judaism.stackexchange.com,2015-01-01,1942.0
judaism.stackexchange.com,2015-02-01,2784.0
judaism.stackexchange.com,2015-03-01,1934.0
judaism.stackexchange.com,2015-04-01,1452.0
judaism.stackexchange.com,2015-05-01,1616.0
judaism.stackexchange.com,2015-06-01,1852.0
judaism.stackexchange.com,2015-07-01,1518.0
judaism.stackexchange.com,2015-08-01,1566.0
judaism.stackexchange.com,2015-09-01,1182.0
judaism.stackexchange.com,2015-10-01,1228.0
judaism.stackexchange.com,2015-11-01,1444.0
judaism.stackexchange.com,2015-12-01,1744.0
judaism.stackexchange.com,2016-01-01,1800.0
judaism.stackexchange.com,2016-02-01,1500.0
judaism.stackexchange.com,2016-03-01,1968.0
judaism.stackexchange.com,2016-04-01,1468.0
judaism.stackexchange.com,2016-05-01,1660.0
judaism.stackexchange.com,2016-06-01,1048.0
judaism.stackexchange.com,2016-07-01,984.0
judaism.stackexchange.com,2016-08-01,1488.0
judaism.stackexchange.com,2016-09-01,1072.0
judaism.stackexchange.com,2016-10-01,984.0
judaism.stackexchange.com,2016-11-01,1188.0
judaism.stackexchange.com,2016-12-01,1218.0
judaism.stackexchange.com,2017-01-01,1848.0
judaism.stackexchange.com,2017-02-01,1262.0
judaism.stackexchange.com,2017-03-01,1794.0
judaism.stackexchange.com,2017-04-01,1288.0
judaism.stackexchange.com,2017-05-01,1336.0
judaism.stackexchange.com,2017-06-01,1156.0
judaism.stackexchange.com,2017-07-01,1272.0
judaism.stackexchange.com,2017-08-01,1130.0
math.stackexchange.com,2008-07-01,0.0
math.stackexchange.com,2008-08-01,0.0
math.stackexchange.com,2008-09-01,0.0
math.stackexchange.com,2008-10-01,0.0
math.stackexchange.com,2008-11-01,0.0
math.stackexchange.com,2008-12-01,0.0
math.stackexchange.com,2009-01-01,0.0
math.stackexchange.com,2009-02-01,0.0
math.stackexchange.com,2009-03-01,0.0
math.stackexchange.com,2009-04-01,0.0
math.stackexchange.com,2009-05-01,0.0
math.stackexchange.com,2009-06-01,0.0
math.stackexchange.com,2009-07-01,0.0
math.stackexchange.com,2009-08-01,0.0
math.stackexchange.com,2009-09-01,0.0
math.stackexchange.com,2009-10-01,0.0
math.stackexchange.com,2009-11-01,0.0
math.stackexchange.com,2009-12-01,0.0
math.stackexchange.com,2010-01-01,0.0
math.stackexchange.com,2010-02-01,0.0
math.stackexchange.com,2010-03-01,4.0
math.stackexchange.com,2010-04-01,0.0
math.stackexchange.com,2010-05-01,0.0
math.stackexchange.com,2010-06-01,0.0
math.stackexchange.com,2010-07-01,2368.0
math.stackexchange.com,2010-08-01,4228.0
math.stackexchange.com,2010-09-01,3630.0
math.stackexchange.com,2010-10-01,4848.0
math.stackexchange.com,2010-11-01,7266.0
math.stackexchange.com,2010-12-01,6182.0
math.stackexchange.com,2011-01-01,6738.0
math.stackexchange.com,2011-02-01,8154.0
math.stackexchange.com,2011-03-01,10604.0
math.stackexchange.com,2011-04-01,10380.0
math.stackexchange.com,2011-05-01,11420.0
math.stackexchange.com,2011-06-01,11386.0
math.stackexchange.com,2011-07-01,10686.0
math.stackexchange.com,2011-08-01,11196.0
math.stackexchange.com,2011-09-01,14186.0
math.stackexchange.com,2011-10-01,15826.0
math.stackexchange.com,2011-11-01,16980.0
math.stackexchange.com,2011-12-01,14822.0
math.stackexchange.com,2012-01-01,15724.0
math.stackexchange.com,2012-02-01,19020.0
math.stackexchange.com,2012-03-01,20606.0
math.stackexchange.com,2012-04-01,21834.0
math.stackexchange.com,2012-05-01,23504.0
math.stackexchange.com,2012-06-01,23130.0
math.stackexchange.com,2012-07-01,21880.0
math.stackexchange.com,2012-08-01,21746.0
math.stackexchange.com,2012-09-01,26302.0
math.stackexchange.com,2012-10-01,34084.0
math.stackexchange.com,2012-11-01,36818.0
math.stackexchange.com,2012-12-01,35536.0
math.stackexchange.com,2013-01-01,37700.0
math.stackexchange.com,2013-02-01,43490.0
math.stackexchange.com,2013-03-01,51404.0
math.stackexchange.com,2013-04-01,51914.0
math.stackexchange.com,2013-05-01,53018.0
math.stackexchange.com,2013-06-01,43830.0
math.stackexchange.com,2013-07-01,40584.0
math.stackexchange.com,2013-08-01,41628.0
math.stackexchange.com,2013-09-01,49738.0
math.stackexchange.com,2013-10-01,60932.0
math.stackexchange.com,2013-11-01,62614.0
math.stackexchange.com,2013-12-01,60316.0
math.stackexchange.com,2014-01-01,58138.0
math.stackexchange.com,2014-02-01,57928.0
math.stackexchange.com,2014-03-01,65080.0
math.stackexchange.com,2014-04-01,68254.0
math.stackexchange.com,2014-05-01,63868.0
math.stackexchange.com,2014-06-01,55122.0
math.stackexchange.com,2014-07-01,50022.0
math.stackexchange.com,2014-08-01,49412.0
math.stackexchange.com,2014-09-01,60316.0
math.stackexchange.com,2014-10-01,73998.0
math.stackexchange.com,2014-11-01,71438.0
math.stackexchange.com,2014-12-01,65750.0
math.stackexchange.com,2015-01-01,65186.0
math.stackexchange.com,2015-02-01,64568.0
math.stackexchange.com,2015-03-01,71548.0
math.stackexchange.com,2015-04-01,70662.0
math.stackexchange.com,2015-05-01,73602.0
math.stackexchange.com,2015-06-01,61332.0
math.stackexchange.com,2015-07-01,58320.0
math.stackexchange.com,2015-08-01,56478.0
math.stackexchange.com,2015-09-01,66040.0
math.stackexchange.com,2015-10-01,76152.0
math.stackexchange.com,2015-11-01,74388.0
math.stackexchange.com,2015-12-01,68340.0
math.stackexchange.com,2016-01-01,65430.0
math.stackexchange.com,2016-02-01,68388.0
math.stackexchange.com,2016-03-01,73202.0
math.stackexchange.com,2016-04-01,70102.0
math.stackexchange.com,2016-05-01,68014.0
math.stackexchange.com,2016-06-01,61710.0
math.stackexchange.com,2016-07-01,53372.0
math.stackexchange.com,2016-08-01,53960.0
math.stackexchange.com,2016-09-01,65194.0
math.stackexchange.com,2016-10-01,76202.0
math.stackexchange.com,2016-11-01,74136.0
math.stackexchange.com,2016-12-01,68474.0
math.stackexchange.com,2017-01-01,75632.0
math.stackexchange.com,2017-02-01,73366.0
math.stackexchange.com,2017-03-01,78866.0
math.stackexchange.com,2017-04-01,79442.0
math.stackexchange.com,2017-05-01,77494.0
math.stackexchange.com,2017-06-01,65320.0
math.stackexchange.com,2017-07-01,58134.0
math.stackexchange.com,2017-08-01,51102.0
mathoverflow.com,2008-07-01,0.0
mathoverflow.com,2008-08-01,0.0
mathoverflow.com,2008-09-01,0.0
mathoverflow.com,2008-10-01,0.0
mathoverflow.com,2008-11-01,0.0
mathoverflow.com,2008-12-01,0.0
mathoverflow.com,2009-01-01,0.0
mathoverflow.com,2009-02-01,0.0
mathoverflow.com,2009-03-01,0.0
mathoverflow.com,2009-04-01,0.0
mathoverflow.com,2009-05-01,0.0
mathoverflow.com,2009-06-01,0.0
mathoverflow.com,2009-07-01,0.0
mathoverflow.com,2009-08-01,0.0
mathoverflow.com,2009-09-01,54.0
mathoverflow.com,2009-10-01,6510.0
mathoverflow.com,2009-11-01,6730.0
mathoverflow.com,2009-12-01,5458.0
mathoverflow.com,2010-01-01,5876.0
mathoverflow.com,2010-02-01,5616.0
mathoverflow.com,2010-03-01,5914.0
mathoverflow.com,2010-04-01,5604.0
mathoverflow.com,2010-05-01,6204.0
mathoverflow.com,2010-06-01,6222.0
mathoverflow.com,2010-07-01,6922.0
mathoverflow.com,2010-08-01,5720.0
mathoverflow.com,2010-09-01,5898.0
mathoverflow.com,2010-10-01,6440.0
mathoverflow.com,2010-11-01,5908.0
mathoverflow.com,2010-12-01,5040.0
mathoverflow.com,2011-01-01,5330.0
mathoverflow.com,2011-02-01,5400.0
mathoverflow.com,2011-03-01,5708.0
mathoverflow.com,2011-04-01,5738.0
mathoverflow.com,2011-05-01,5344.0
mathoverflow.com,2011-06-01,4584.0
mathoverflow.com,2011-07-01,4412.0
mathoverflow.com,2011-08-01,4208.0
mathoverflow.com,2011-09-01,4510.0
mathoverflow.com,2011-10-01,4532.0
mathoverflow.com,2011-11-01,4472.0
mathoverflow.com,2011-12-01,3856.0
mathoverflow.com,2012-01-01,4150.0
mathoverflow.com,2012-02-01,4634.0
mathoverflow.com,2012-03-01,4780.0
mathoverflow.com,2012-04-01,4654.0
mathoverflow.com,2012-05-01,4770.0
mathoverflow.com,2012-06-01,4128.0
mathoverflow.com,2012-07-01,4502.0
mathoverflow.com,2012-08-01,4090.0
mathoverflow.com,2012-09-01,4002.0
mathoverflow.com,2012-10-01,4214.0
mathoverflow.com,2012-11-01,4814.0
mathoverflow.com,2012-12-01,4464.0
mathoverflow.com,2013-01-01,4488.0
mathoverflow.com,2013-02-01,4582.0
mathoverflow.com,2013-03-01,4516.0
mathoverflow.com,2013-04-01,4984.0
mathoverflow.com,2013-05-01,5146.0
mathoverflow.com,2013-06-01,4650.0
mathoverflow.com,2013-07-01,4512.0
mathoverflow.com,2013-08-01,4018.0
mathoverflow.com,2013-09-01,4016.0
mathoverflow.com,2013-10-01,4318.0
mathoverflow.com,2013-11-01,4230.0
mathoverflow.com,2013-12-01,4152.0
mathoverflow.com,2014-01-01,4584.0
mathoverflow.com,2014-02-01,4000.0
mathoverflow.com,2014-03-01,4334.0
mathoverflow.com,2014-04-01,4180.0
mathoverflow.com,2014-05-01,4304.0
mathoverflow.com,2014-06-01,3504.0
mathoverflow.com,2014-07-01,4006.0
mathoverflow.com,2014-08-01,3528.0
mathoverflow.com,2014-09-01,3526.0
mathoverflow.com,2014-10-01,4022.0
mathoverflow.com,2014-11-01,3718.0
mathoverflow.com,2014-12-01,3520.0
mathoverflow.com,2015-01-01,3710.0
mathoverflow.com,2015-02-01,3420.0
mathoverflow.com,2015-03-01,4350.0
mathoverflow.com,2015-04-01,4098.0
mathoverflow.com,2015-05-01,3906.0
mathoverflow.com,2015-06-01,3382.0
mathoverflow.com,2015-07-01,3324.0
mathoverflow.com,2015-08-01,3542.0
mathoverflow.com,2015-09-01,3984.0
mathoverflow.com,2015-10-01,4146.0
mathoverflow.com,2015-11-01,3854.0
mathoverflow.com,2015-12-01,3540.0
mathoverflow.com,2016-01-01,3528.0
mathoverflow.com,2016-02-01,3938.0
mathoverflow.com,2016-03-01,3568.0
mathoverflow.com,2016-04-01,4296.0
mathoverflow.com,2016-05-01,3468.0
mathoverflow.com,2016-06-01,3302.0
mathoverflow.com,2016-07-01,3102.0
mathoverflow.com,2016-08-01,3366.0
mathoverflow.com,2016-09-01,3606.0
mathoverflow.com,2016-10-01,3630.0
mathoverflow.com,2016-11-01,3694.0
mathoverflow.com,2016-12-01,3772.0
mathoverflow.com,2017-01-01,3956.0
mathoverflow.com,2017-02-01,3632.0
mathoverflow.com,2017-03-01,4186.0
mathoverflow.com,2017-04-01,3988.0
mathoverflow.com,2017-05-01,3764.0
mathoverflow.com,2017-06-01,3534.0
mathoverflow.com,2017-07-01,3572.0
mathoverflow.com,2017-08-01,3330.0
ru.stackoverflow.com,2008-07-01,0.0
ru.stackoverflow.com,2008-08-01,0.0
ru.stackoverflow.com,2008-09-01,0.0
ru.stackoverflow.com,2008-10-01,0.0
ru.stackoverflow.com,2008-11-01,0.0
ru.stackoverflow.com,2008-12-01,0.0
ru.stackoverflow.com,2009-01-01,0.0
ru.stackoverflow.com,2009-02-01,0.0
ru.stackoverflow.com,2009-03-01,0.0
ru.stackoverflow.com,2009-04-01,0.0
ru.stackoverflow.com,2009-05-01,0.0
ru.stackoverflow.com,2009-06-01,0.0
ru.stackoverflow.com,2009-07-01,0.0
ru.stackoverflow.com,2009-08-01,0.0
ru.stackoverflow.com,2009-09-01,0.0
ru.stackoverflow.com,2009-10-01,0.0
ru.stackoverflow.com,2009-11-01,0.0
ru.stackoverflow.com,2009-12-01,0.0
ru.stackoverflow.com,2010-01-01,0.0
ru.stackoverflow.com,2010-02-01,0.0
ru.stackoverflow.com,2010-03-01,0.0
ru.stackoverflow.com,2010-04-01,0.0
ru.stackoverflow.com,2010-05-01,0.0
