site,month,total
ru.stackoverflow.com,2010-06-01,0.0
ru.stackoverflow.com,2010-07-01,0.0
ru.stackoverflow.com,2010-08-01,0.0
ru.stackoverflow.com,2010-09-01,0.0
ru.stackoverflow.com,2010-10-01,556.0
ru.stackoverflow.com,2010-11-01,188.0
ru.stackoverflow.com,2010-12-01,556.0
ru.stackoverflow.com,2011-01-01,1626.0
ru.stackoverflow.com,2011-02-01,1462.0
ru.stackoverflow.com,2011-03-01,2476.0
ru.stackoverflow.com,2011-04-01,2124.0
ru.stackoverflow.com,2011-05-01,2546.0
ru.stackoverflow.com,2011-06-01,2072.0
ru.stackoverflow.com,2011-07-01,3398.0
ru.stackoverflow.com,2011-08-01,4418.0
ru.stackoverflow.com,2011-09-01,6782.0
ru.stackoverflow.com,2011-10-01,6698.0
ru.stackoverflow.com,2011-11-01,6368.0
ru.stackoverflow.com,2011-12-01,5838.0
ru.stackoverflow.com,2012-01-01,6428.0
ru.stackoverflow.com,2012-02-01,6454.0
ru.stackoverflow.com,2012-03-01,6828.0
ru.stackoverflow.com,2012-04-01,6358.0
ru.stackoverflow.com,2012-05-01,4932.0
ru.stackoverflow.com,2012-06-01,4786.0
ru.stackoverflow.com,2012-07-01,5730.0
ru.stackoverflow.com,2012-08-01,6102.0
ru.stackoverflow.com,2012-09-01,4944.0
ru.stackoverflow.com,2012-10-01,5982.0
ru.stackoverflow.com,2012-11-01,6136.0
ru.stackoverflow.com,2012-12-01,5660.0
ru.stackoverflow.com,2013-01-01,5950.0
ru.stackoverflow.com,2013-02-01,5234.0
ru.stackoverflow.com,2013-03-01,5570.0
ru.stackoverflow.com,2013-04-01,4496.0
ru.stackoverflow.com,2013-05-01,4812.0
ru.stackoverflow.com,2013-06-01,4812.0
ru.stackoverflow.com,2013-07-01,4932.0
ru.stackoverflow.com,2013-08-01,5382.0
ru.stackoverflow.com,2013-09-01,4868.0
ru.stackoverflow.com,2013-10-01,5652.0
ru.stackoverflow.com,2013-11-01,5122.0
ru.stackoverflow.com,2013-12-01,4530.0
ru.stackoverflow.com,2014-01-01,4676.0
ru.stackoverflow.com,2014-02-01,4574.0
ru.stackoverflow.com,2014-03-01,4656.0
ru.stackoverflow.com,2014-04-01,4218.0
ru.stackoverflow.com,2014-05-01,4440.0
ru.stackoverflow.com,2014-06-01,4330.0
ru.stackoverflow.com,2014-07-01,4442.0
ru.stackoverflow.com,2014-08-01,4382.0
ru.stackoverflow.com,2014-09-01,4070.0
ru.stackoverflow.com,2014-10-01,4732.0
ru.stackoverflow.com,2014-11-01,5046.0
ru.stackoverflow.com,2014-12-01,5298.0
ru.stackoverflow.com,2015-01-01,5060.0
ru.stackoverflow.com,2015-02-01,4818.0
ru.stackoverflow.com,2015-03-01,5494.0
ru.stackoverflow.com,2015-04-01,11894.0
ru.stackoverflow.com,2015-05-01,9760.0
ru.stackoverflow.com,2015-06-01,8914.0
ru.stackoverflow.com,2015-07-01,10480.0
ru.stackoverflow.com,2015-08-01,10010.0
ru.stackoverflow.com,2015-09-01,12750.0
ru.stackoverflow.com,2015-10-01,12754.0
ru.stackoverflow.com,2015-11-01,12858.0
ru.stackoverflow.com,2015-12-01,13850.0
ru.stackoverflow.com,2016-01-01,14346.0
ru.stackoverflow.com,2016-02-01,15818.0
ru.stackoverflow.com,2016-03-01,16446.0
ru.stackoverflow.com,2016-04-01,17314.0
ru.stackoverflow.com,2016-05-01,16976.0
ru.stackoverflow.com,2016-06-01,16432.0
ru.stackoverflow.com,2016-07-01,16780.0
ru.stackoverflow.com,2016-08-01,17624.0
ru.stackoverflow.com,2016-09-01,18224.0
ru.stackoverflow.com,2016-10-01,21766.0
ru.stackoverflow.com,2016-11-01,21616.0
ru.stackoverflow.com,2016-12-01,19900.0
ru.stackoverflow.com,2017-01-01,20322.0
ru.stackoverflow.com,2017-02-01,20328.0
ru.stackoverflow.com,2017-03-01,22250.0
ru.stackoverflow.com,2017-04-01,21170.0
ru.stackoverflow.com,2017-05-01,22462.0
ru.stackoverflow.com,2017-06-01,20674.0
ru.stackoverflow.com,2017-07-01,21366.0
ru.stackoverflow.com,2017-08-01,18842.0
serverfault.com,2008-07-01,0.0
serverfault.com,2008-08-01,52.0
serverfault.com,2008-09-01,212.0
serverfault.com,2008-10-01,122.0
serverfault.com,2008-11-01,84.0
serverfault.com,2008-12-01,62.0
serverfault.com,2009-01-01,36.0
serverfault.com,2009-02-01,72.0
serverfault.com,2009-03-01,220.0
serverfault.com,2009-04-01,3254.0
serverfault.com,2009-05-01,25562.0
serverfault.com,2009-06-01,32016.0
serverfault.com,2009-07-01,24920.0
serverfault.com,2009-08-01,21508.0
serverfault.com,2009-09-01,16138.0
serverfault.com,2009-10-01,17426.0
serverfault.com,2009-11-01,16250.0
serverfault.com,2009-12-01,15410.0
serverfault.com,2010-01-01,15942.0
serverfault.com,2010-02-01,16328.0
serverfault.com,2010-03-01,18012.0
serverfault.com,2010-04-01,15706.0
serverfault.com,2010-05-01,15708.0
serverfault.com,2010-06-01,16264.0
serverfault.com,2010-07-01,15998.0
serverfault.com,2010-08-01,18114.0
serverfault.com,2010-09-01,16456.0
serverfault.com,2010-10-01,17306.0
serverfault.com,2010-11-01,18224.0
serverfault.com,2010-12-01,16680.0
serverfault.com,2011-01-01,19634.0
serverfault.com,2011-02-01,20444.0
serverfault.com,2011-03-01,22096.0
serverfault.com,2011-04-01,17960.0
serverfault.com,2011-05-01,18348.0
serverfault.com,2011-06-01,17356.0
serverfault.com,2011-07-01,16620.0
serverfault.com,2011-08-01,18050.0
serverfault.com,2011-09-01,17062.0
serverfault.com,2011-10-01,15126.0
serverfault.com,2011-11-01,16186.0
serverfault.com,2011-12-01,15032.0
serverfault.com,2012-01-01,16494.0
serverfault.com,2012-02-01,15530.0
serverfault.com,2012-03-01,17708.0
serverfault.com,2012-04-01,15202.0
serverfault.com,2012-05-01,16184.0
serverfault.com,2012-06-01,15114.0
serverfault.com,2012-07-01,14836.0
serverfault.com,2012-08-01,16734.0
serverfault.com,2012-09-01,14100.0
serverfault.com,2012-10-01,16170.0
serverfault.com,2012-11-01,14774.0
serverfault.com,2012-12-01,12144.0
serverfault.com,2013-01-01,14232.0
serverfault.com,2013-02-01,14120.0
serverfault.com,2013-03-01,14016.0
serverfault.com,2013-04-01,13510.0
serverfault.com,2013-05-01,12512.0
serverfault.com,2013-06-01,10646.0
serverfault.com,2013-07-01,11538.0
serverfault.com,2013-08-01,10974.0
serverfault.com,2013-09-01,10856.0
serverfault.com,2013-10-01,10498.0
serverfault.com,2013-11-01,9350.0
serverfault.com,2013-12-01,8928.0
serverfault.com,2014-01-01,10632.0
serverfault.com,2014-02-01,9856.0
serverfault.com,2014-03-01,9914.0
serverfault.com,2014-04-01,9658.0
serverfault.com,2014-05-01,9512.0
serverfault.com,2014-06-01,10290.0
serverfault.com,2014-07-01,11700.0
serverfault.com,2014-08-01,10382.0
serverfault.com,2014-09-01,10012.0
serverfault.com,2014-10-01,10822.0
serverfault.com,2014-11-01,9376.0
serverfault.com,2014-12-01,9136.0
serverfault.com,2015-01-01,10324.0
serverfault.com,2015-02-01,9686.0
serverfault.com,2015-03-01,10336.0
serverfault.com,2015-04-01,10018.0
serverfault.com,2015-05-01,9658.0
serverfault.com,2015-06-01,9838.0
serverfault.com,2015-07-01,10410.0
serverfault.com,2015-08-01,9852.0
serverfault.com,2015-09-01,9546.0
serverfault.com,2015-10-01,10024.0
serverfault.com,2015-11-01,9832.0
serverfault.com,2015-12-01,9132.0
serverfault.com,2016-01-01,9722.0
serverfault.com,2016-02-01,9100.0
serverfault.com,2016-03-01,9556.0
serverfault.com,2016-04-01,9660.0
serverfault.com,2016-05-01,8484.0
serverfault.com,2016-06-01,8610.0
serverfault.com,2016-07-01,7876.0
serverfault.com,2016-08-01,9144.0
serverfault.com,2016-09-01,9378.0
serverfault.com,2016-10-01,9310.0
serverfault.com,2016-11-01,8718.0
serverfault.com,2016-12-01,8766.0
serverfault.com,2017-01-01,9922.0
serverfault.com,2017-02-01,9220.0
serverfault.com,2017-03-01,10270.0
serverfault.com,2017-04-01,8812.0
serverfault.com,2017-05-01,9316.0
serverfault.com,2017-06-01,8766.0
serverfault.com,2017-07-01,8458.0
serverfault.com,2017-08-01,7594.0
sharepoint.stackexchange.com,2008-07-01,0.0
sharepoint.stackexchange.com,2008-08-01,0.0
sharepoint.stackexchange.com,2008-09-01,12.0
sharepoint.stackexchange.com,2008-10-01,6.0
sharepoint.stackexchange.com,2008-11-01,0.0
sharepoint.stackexchange.com,2008-12-01,6.0
sharepoint.stackexchange.com,2009-01-01,0.0
sharepoint.stackexchange.com,2009-02-01,6.0
sharepoint.stackexchange.com,2009-03-01,0.0
sharepoint.stackexchange.com,2009-04-01,6.0
sharepoint.stackexchange.com,2009-05-01,8.0
sharepoint.stackexchange.com,2009-06-01,16.0
sharepoint.stackexchange.com,2009-07-01,8.0
sharepoint.stackexchange.com,2009-08-01,14.0
sharepoint.stackexchange.com,2009-09-01,4.0
sharepoint.stackexchange.com,2009-10-01,616.0
sharepoint.stackexchange.com,2009-11-01,634.0
sharepoint.stackexchange.com,2009-12-01,504.0
sharepoint.stackexchange.com,2010-01-01,674.0
sharepoint.stackexchange.com,2010-02-01,656.0
sharepoint.stackexchange.com,2010-03-01,912.0
sharepoint.stackexchange.com,2010-04-01,850.0
sharepoint.stackexchange.com,2010-05-01,1078.0
sharepoint.stackexchange.com,2010-06-01,1078.0
sharepoint.stackexchange.com,2010-07-01,1146.0
sharepoint.stackexchange.com,2010-08-01,1362.0
sharepoint.stackexchange.com,2010-09-01,1288.0
sharepoint.stackexchange.com,2010-10-01,1324.0
sharepoint.stackexchange.com,2010-11-01,1322.0
sharepoint.stackexchange.com,2010-12-01,1248.0
sharepoint.stackexchange.com,2011-01-01,1576.0
sharepoint.stackexchange.com,2011-02-01,1296.0
sharepoint.stackexchange.com,2011-03-01,1320.0
sharepoint.stackexchange.com,2011-04-01,2540.0
sharepoint.stackexchange.com,2011-05-01,3120.0
sharepoint.stackexchange.com,2011-06-01,3242.0
sharepoint.stackexchange.com,2011-07-01,2896.0
sharepoint.stackexchange.com,2011-08-01,2884.0
sharepoint.stackexchange.com,2011-09-01,3444.0
sharepoint.stackexchange.com,2011-10-01,3202.0
sharepoint.stackexchange.com,2011-11-01,3620.0
sharepoint.stackexchange.com,2011-12-01,3054.0
sharepoint.stackexchange.com,2012-01-01,3818.0
sharepoint.stackexchange.com,2012-02-01,4126.0
sharepoint.stackexchange.com,2012-03-01,4296.0
sharepoint.stackexchange.com,2012-04-01,3786.0
sharepoint.stackexchange.com,2012-05-01,3874.0
sharepoint.stackexchange.com,2012-06-01,4420.0
sharepoint.stackexchange.com,2012-07-01,4088.0
sharepoint.stackexchange.com,2012-08-01,4184.0
sharepoint.stackexchange.com,2012-09-01,3298.0
sharepoint.stackexchange.com,2012-10-01,4606.0
sharepoint.stackexchange.com,2012-11-01,4222.0
sharepoint.stackexchange.com,2012-12-01,3622.0
sharepoint.stackexchange.com,2013-01-01,4378.0
sharepoint.stackexchange.com,2013-02-01,3692.0
sharepoint.stackexchange.com,2013-03-01,4546.0
sharepoint.stackexchange.com,2013-04-01,4514.0
sharepoint.stackexchange.com,2013-05-01,4048.0
sharepoint.stackexchange.com,2013-06-01,3360.0
sharepoint.stackexchange.com,2013-07-01,3480.0
sharepoint.stackexchange.com,2013-08-01,3556.0
sharepoint.stackexchange.com,2013-09-01,3624.0
sharepoint.stackexchange.com,2013-10-01,3696.0
sharepoint.stackexchange.com,2013-11-01,3636.0
sharepoint.stackexchange.com,2013-12-01,3528.0
sharepoint.stackexchange.com,2014-01-01,5642.0
sharepoint.stackexchange.com,2014-02-01,4226.0
sharepoint.stackexchange.com,2014-03-01,4766.0
sharepoint.stackexchange.com,2014-04-01,4648.0
sharepoint.stackexchange.com,2014-05-01,4230.0
sharepoint.stackexchange.com,2014-06-01,4714.0
sharepoint.stackexchange.com,2014-07-01,4928.0
sharepoint.stackexchange.com,2014-08-01,5146.0
sharepoint.stackexchange.com,2014-09-01,4974.0
sharepoint.stackexchange.com,2014-10-01,4602.0
sharepoint.stackexchange.com,2014-11-01,4612.0
sharepoint.stackexchange.com,2014-12-01,4182.0
sharepoint.stackexchange.com,2015-01-01,4692.0
sharepoint.stackexchange.com,2015-02-01,5166.0
sharepoint.stackexchange.com,2015-03-01,5092.0
sharepoint.stackexchange.com,2015-04-01,5324.0
sharepoint.stackexchange.com,2015-05-01,5400.0
sharepoint.stackexchange.com,2015-06-01,4846.0
sharepoint.stackexchange.com,2015-07-01,4866.0
sharepoint.stackexchange.com,2015-08-01,3944.0
sharepoint.stackexchange.com,2015-09-01,4094.0
sharepoint.stackexchange.com,2015-10-01,4178.0
sharepoint.stackexchange.com,2015-11-01,3836.0
sharepoint.stackexchange.com,2015-12-01,3894.0
sharepoint.stackexchange.com,2016-01-01,4274.0
sharepoint.stackexchange.com,2016-02-01,4732.0
sharepoint.stackexchange.com,2016-03-01,4456.0
sharepoint.stackexchange.com,2016-04-01,4676.0
sharepoint.stackexchange.com,2016-05-01,5044.0
sharepoint.stackexchange.com,2016-06-01,4968.0
sharepoint.stackexchange.com,2016-07-01,4270.0
sharepoint.stackexchange.com,2016-08-01,5612.0
sharepoint.stackexchange.com,2016-09-01,5114.0
sharepoint.stackexchange.com,2016-10-01,4804.0
sharepoint.stackexchange.com,2016-11-01,4868.0
sharepoint.stackexchange.com,2016-12-01,4954.0
sharepoint.stackexchange.com,2017-01-01,4810.0
sharepoint.stackexchange.com,2017-02-01,4704.0
sharepoint.stackexchange.com,2017-03-01,4764.0
sharepoint.stackexchange.com,2017-04-01,3618.0
sharepoint.stackexchange.com,2017-05-01,4978.0
sharepoint.stackexchange.com,2017-06-01,5056.0
sharepoint.stackexchange.com,2017-07-01,4280.0
sharepoint.stackexchange.com,2017-08-01,3802.0
softwareengineering.stackexchange.com,2008-07-01,0.0
softwareengineering.stackexchange.com,2008-08-01,104.0
softwareengineering.stackexchange.com,2008-09-01,1092.0
softwareengineering.stackexchange.com,2008-10-01,274.0
softwareengineering.stackexchange.com,2008-11-01,68.0
softwareengineering.stackexchange.com,2008-12-01,172.0
softwareengineering.stackexchange.com,2009-01-01,224.0
softwareengineering.stackexchange.com,2009-02-01,440.0
softwareengineering.stackexchange.com,2009-03-01,122.0
softwareengineering.stackexchange.com,2009-04-01,52.0
softwareengineering.stackexchange.com,2009-05-01,62.0
softwareengineering.stackexchange.com,2009-06-01,76.0
softwareengineering.stackexchange.com,2009-07-01,70.0
softwareengineering.stackexchange.com,2009-08-01,110.0
softwareengineering.stackexchange.com,2009-09-01,318.0
softwareengineering.stackexchange.com,2009-10-01,30.0
softwareengineering.stackexchange.com,2009-11-01,126.0
softwareengineering.stackexchange.com,2009-12-01,34.0
softwareengineering.stackexchange.com,2010-01-01,38.0
softwareengineering.stackexchange.com,2010-02-01,44.0
softwareengineering.stackexchange.com,2010-03-01,102.0
softwareengineering.stackexchange.com,2010-04-01,70.0
softwareengineering.stackexchange.com,2010-05-01,228.0
softwareengineering.stackexchange.com,2010-06-01,74.0
softwareengineering.stackexchange.com,2010-07-01,68.0
softwareengineering.stackexchange.com,2010-08-01,88.0
softwareengineering.stackexchange.com,2010-09-01,5898.0
softwareengineering.stackexchange.com,2010-10-01,6286.0
softwareengineering.stackexchange.com,2010-11-01,6580.0
softwareengineering.stackexchange.com,2010-12-01,7962.0
softwareengineering.stackexchange.com,2011-01-01,8102.0
softwareengineering.stackexchange.com,2011-02-01,9760.0
softwareengineering.stackexchange.com,2011-03-01,9452.0
softwareengineering.stackexchange.com,2011-04-01,7988.0
softwareengineering.stackexchange.com,2011-05-01,7184.0
softwareengineering.stackexchange.com,2011-06-01,8202.0
softwareengineering.stackexchange.com,2011-07-01,8026.0
softwareengineering.stackexchange.com,2011-08-01,8454.0
softwareengineering.stackexchange.com,2011-09-01,7716.0
softwareengineering.stackexchange.com,2011-10-01,6412.0
softwareengineering.stackexchange.com,2011-11-01,6538.0
softwareengineering.stackexchange.com,2011-12-01,6206.0
softwareengineering.stackexchange.com,2012-01-01,5804.0
softwareengineering.stackexchange.com,2012-02-01,6488.0
softwareengineering.stackexchange.com,2012-03-01,5884.0
softwareengineering.stackexchange.com,2012-04-01,5420.0
softwareengineering.stackexchange.com,2012-05-01,5766.0
softwareengineering.stackexchange.com,2012-06-01,5210.0
softwareengineering.stackexchange.com,2012-07-01,4756.0
softwareengineering.stackexchange.com,2012-08-01,5532.0
softwareengineering.stackexchange.com,2012-09-01,4758.0
softwareengineering.stackexchange.com,2012-10-01,5636.0
softwareengineering.stackexchange.com,2012-11-01,4988.0
softwareengineering.stackexchange.com,2012-12-01,3962.0
softwareengineering.stackexchange.com,2013-01-01,4118.0
softwareengineering.stackexchange.com,2013-02-01,4160.0
softwareengineering.stackexchange.com,2013-03-01,4492.0
softwareengineering.stackexchange.com,2013-04-01,4108.0
softwareengineering.stackexchange.com,2013-05-01,4424.0
softwareengineering.stackexchange.com,2013-06-01,4000.0
softwareengineering.stackexchange.com,2013-07-01,4292.0
softwareengineering.stackexchange.com,2013-08-01,3910.0
softwareengineering.stackexchange.com,2013-09-01,3448.0
softwareengineering.stackexchange.com,2013-10-01,3796.0
softwareengineering.stackexchange.com,2013-11-01,3112.0
softwareengineering.stackexchange.com,2013-12-01,3160.0
softwareengineering.stackexchange.com,2014-01-01,4006.0
softwareengineering.stackexchange.com,2014-02-01,3954.0
softwareengineering.stackexchange.com,2014-03-01,3954.0
softwareengineering.stackexchange.com,2014-04-01,3520.0
softwareengineering.stackexchange.com,2014-05-01,3696.0
softwareengineering.stackexchange.com,2014-06-01,3210.0
softwareengineering.stackexchange.com,2014-07-01,4084.0
softwareengineering.stackexchange.com,2014-08-01,3686.0
softwareengineering.stackexchange.com,2014-09-01,3292.0
softwareengineering.stackexchange.com,2014-10-01,3044.0
softwareengineering.stackexchange.com,2014-11-01,3062.0
softwareengineering.stackexchange.com,2014-12-01,3068.0
softwareengineering.stackexchange.com,2015-01-01,3622.0
softwareengineering.stackexchange.com,2015-02-01,3646.0
softwareengineering.stackexchange.com,2015-03-01,3566.0
softwareengineering.stackexchange.com,2015-04-01,3074.0
softwareengineering.stackexchange.com,2015-05-01,3344.0
softwareengineering.stackexchange.com,2015-06-01,3386.0
softwareengineering.stackexchange.com,2015-07-01,3556.0
softwareengineering.stackexchange.com,2015-08-01,2580.0
softwareengineering.stackexchange.com,2015-09-01,2694.0
softwareengineering.stackexchange.com,2015-10-01,2822.0
softwareengineering.stackexchange.com,2015-11-01,2678.0
softwareengineering.stackexchange.com,2015-12-01,2616.0
softwareengineering.stackexchange.com,2016-01-01,3184.0
softwareengineering.stackexchange.com,2016-02-01,2784.0
softwareengineering.stackexchange.com,2016-03-01,3766.0
softwareengineering.stackexchange.com,2016-04-01,3628.0
softwareengineering.stackexchange.com,2016-05-01,3330.0
softwareengineering.stackexchange.com,2016-06-01,3766.0
softwareengineering.stackexchange.com,2016-07-01,3230.0
softwareengineering.stackexchange.com,2016-08-01,3562.0
softwareengineering.stackexchange.com,2016-09-01,3478.0
softwareengineering.stackexchange.com,2016-10-01,3456.0
softwareengineering.stackexchange.com,2016-11-01,3368.0
softwareengineering.stackexchange.com,2016-12-01,2818.0
softwareengineering.stackexchange.com,2017-01-01,2940.0
softwareengineering.stackexchange.com,2017-02-01,2594.0
softwareengineering.stackexchange.com,2017-03-01,3180.0
softwareengineering.stackexchange.com,2017-04-01,2556.0
softwareengineering.stackexchange.com,2017-05-01,2764.0
softwareengineering.stackexchange.com,2017-06-01,3158.0
softwareengineering.stackexchange.com,2017-07-01,2896.0
softwareengineering.stackexchange.com,2017-08-01,2262.0
sound.stackexchange.com,2008-07-01,0.0
sound.stackexchange.com,2008-08-01,0.0
sound.stackexchange.com,2008-09-01,0.0
sound.stackexchange.com,2008-10-01,0.0
sound.stackexchange.com,2008-11-01,0.0
sound.stackexchange.com,2008-12-01,0.0
sound.stackexchange.com,2009-01-01,0.0
sound.stackexchange.com,2009-02-01,0.0
sound.stackexchange.com,2009-03-01,0.0
sound.stackexchange.com,2009-04-01,0.0
sound.stackexchange.com,2009-05-01,0.0
sound.stackexchange.com,2009-06-01,0.0
sound.stackexchange.com,2009-07-01,0.0
sound.stackexchange.com,2009-08-01,0.0
sound.stackexchange.com,2009-09-01,0.0
sound.stackexchange.com,2009-10-01,0.0
sound.stackexchange.com,2009-11-01,0.0
sound.stackexchange.com,2009-12-01,0.0
sound.stackexchange.com,2010-01-01,0.0
sound.stackexchange.com,2010-02-01,16.0
sound.stackexchange.com,2010-03-01,1010.0
sound.stackexchange.com,2010-04-01,464.0
sound.stackexchange.com,2010-05-01,958.0
sound.stackexchange.com,2010-06-01,822.0
sound.stackexchange.com,2010-07-01,1230.0
sound.stackexchange.com,2010-08-01,1580.0
sound.stackexchange.com,2010-09-01,1126.0
sound.stackexchange.com,2010-10-01,864.0
sound.stackexchange.com,2010-11-01,984.0
sound.stackexchange.com,2010-12-01,1698.0
sound.stackexchange.com,2011-01-01,1364.0
sound.stackexchange.com,2011-02-01,1316.0
sound.stackexchange.com,2011-03-01,1660.0
sound.stackexchange.com,2011-04-01,1512.0
sound.stackexchange.com,2011-05-01,1782.0
sound.stackexchange.com,2011-06-01,1312.0
sound.stackexchange.com,2011-07-01,1136.0
sound.stackexchange.com,2011-08-01,1530.0
sound.stackexchange.com,2011-09-01,1310.0
sound.stackexchange.com,2011-10-01,1124.0
sound.stackexchange.com,2011-11-01,1124.0
sound.stackexchange.com,2011-12-01,894.0
sound.stackexchange.com,2012-01-01,1004.0
sound.stackexchange.com,2012-02-01,958.0
sound.stackexchange.com,2012-03-01,1158.0
sound.stackexchange.com,2012-04-01,982.0
sound.stackexchange.com,2012-05-01,902.0
sound.stackexchange.com,2012-06-01,804.0
sound.stackexchange.com,2012-07-01,800.0
sound.stackexchange.com,2012-08-01,920.0
sound.stackexchange.com,2012-09-01,854.0
sound.stackexchange.com,2012-10-01,838.0
sound.stackexchange.com,2012-11-01,836.0
sound.stackexchange.com,2012-12-01,816.0
sound.stackexchange.com,2013-01-01,1016.0
sound.stackexchange.com,2013-02-01,1066.0
sound.stackexchange.com,2013-03-01,924.0
sound.stackexchange.com,2013-04-01,746.0
sound.stackexchange.com,2013-05-01,886.0
sound.stackexchange.com,2013-06-01,558.0
sound.stackexchange.com,2013-07-01,748.0
sound.stackexchange.com,2013-08-01,742.0
sound.stackexchange.com,2013-09-01,674.0
sound.stackexchange.com,2013-10-01,540.0
sound.stackexchange.com,2013-11-01,572.0
sound.stackexchange.com,2013-12-01,552.0
sound.stackexchange.com,2014-01-01,618.0
sound.stackexchange.com,2014-02-01,668.0
sound.stackexchange.com,2014-03-01,550.0
sound.stackexchange.com,2014-04-01,378.0
sound.stackexchange.com,2014-05-01,254.0
sound.stackexchange.com,2014-06-01,272.0
sound.stackexchange.com,2014-07-01,304.0
sound.stackexchange.com,2014-08-01,244.0
sound.stackexchange.com,2014-09-01,360.0
sound.stackexchange.com,2014-10-01,360.0
sound.stackexchange.com,2014-11-01,376.0
sound.stackexchange.com,2014-12-01,514.0
sound.stackexchange.com,2015-01-01,380.0
sound.stackexchange.com,2015-02-01,404.0
sound.stackexchange.com,2015-03-01,320.0
sound.stackexchange.com,2015-04-01,374.0
sound.stackexchange.com,2015-05-01,378.0
sound.stackexchange.com,2015-06-01,486.0
sound.stackexchange.com,2015-07-01,324.0
sound.stackexchange.com,2015-08-01,328.0
sound.stackexchange.com,2015-09-01,384.0
sound.stackexchange.com,2015-10-01,452.0
sound.stackexchange.com,2015-11-01,382.0
sound.stackexchange.com,2015-12-01,344.0
sound.stackexchange.com,2016-01-01,424.0
sound.stackexchange.com,2016-02-01,392.0
sound.stackexchange.com,2016-03-01,330.0
sound.stackexchange.com,2016-04-01,378.0
sound.stackexchange.com,2016-05-01,318.0
sound.stackexchange.com,2016-06-01,330.0
sound.stackexchange.com,2016-07-01,356.0
sound.stackexchange.com,2016-08-01,380.0
sound.stackexchange.com,2016-09-01,398.0
sound.stackexchange.com,2016-10-01,378.0
sound.stackexchange.com,2016-11-01,332.0
sound.stackexchange.com,2016-12-01,394.0
sound.stackexchange.com,2017-01-01,274.0
sound.stackexchange.com,2017-02-01,298.0
sound.stackexchange.com,2017-03-01,222.0
sound.stackexchange.com,2017-04-01,230.0
sound.stackexchange.com,2017-05-01,220.0
sound.stackexchange.com,2017-06-01,220.0
sound.stackexchange.com,2017-07-01,234.0
sound.stackexchange.com,2017-08-01,330.0
stackoverflow.com,2008-07-01,12.0
stackoverflow.com,2008-08-01,39328.0
stackoverflow.com,2008-09-01,156426.0
stackoverflow.com,2008-10-01,142166.0
stackoverflow.com,2008-11-01,109992.0
stackoverflow.com,2008-12-01,107192.0
stackoverflow.com,2009-01-01,141438.0
stackoverflow.com,2009-02-01,154034.0
stackoverflow.com,2009-03-01,168248.0
stackoverflow.com,2009-04-01,172558.0
stackoverflow.com,2009-05-01,203706.0
stackoverflow.com,2009-06-01,221258.0
stackoverflow.com,2009-07-01,245692.0
stackoverflow.com,2009-08-01,238876.0
stackoverflow.com,2009-09-01,235498.0
stackoverflow.com,2009-10-01,258138.0
stackoverflow.com,2009-11-01,279244.0
stackoverflow.com,2009-12-01,273586.0
stackoverflow.com,2010-01-01,312016.0
stackoverflow.com,2010-02-01,300316.0
stackoverflow.com,2010-03-01,340586.0
stackoverflow.com,2010-04-01,318860.0
stackoverflow.com,2010-05-01,329228.0
stackoverflow.com,2010-06-01,348666.0
stackoverflow.com,2010-07-01,381738.0
stackoverflow.com,2010-08-01,395240.0
stackoverflow.com,2010-09-01,375328.0
stackoverflow.com,2010-10-01,389282.0
stackoverflow.com,2010-11-01,431300.0
stackoverflow.com,2010-12-01,426366.0
stackoverflow.com,2011-01-01,489818.0
stackoverflow.com,2011-02-01,501838.0
stackoverflow.com,2011-03-01,614830.0
stackoverflow.com,2011-04-01,576356.0
stackoverflow.com,2011-05-01,597380.0
stackoverflow.com,2011-06-01,592940.0
stackoverflow.com,2011-07-01,596902.0
stackoverflow.com,2011-08-01,634172.0
stackoverflow.com,2011-09-01,591742.0
stackoverflow.com,2011-10-01,581630.0
stackoverflow.com,2011-11-01,633228.0
stackoverflow.com,2011-12-01,603372.0
stackoverflow.com,2012-01-01,673714.0
stackoverflow.com,2012-02-01,709712.0
stackoverflow.com,2012-03-01,761914.0
stackoverflow.com,2012-04-01,724320.0
stackoverflow.com,2012-05-01,753826.0
stackoverflow.com,2012-06-01,727506.0
stackoverflow.com,2012-07-01,788002.0
stackoverflow.com,2012-08-01,787346.0
stackoverflow.com,2012-09-01,728442.0
stackoverflow.com,2012-10-01,829962.0
stackoverflow.com,2012-11-01,804130.0
stackoverflow.com,2012-12-01,741856.0
stackoverflow.com,2013-01-01,863136.0
stackoverflow.com,2013-02-01,834174.0
stackoverflow.com,2013-03-01,944598.0
stackoverflow.com,2013-04-01,923186.0
stackoverflow.com,2013-05-01,895972.0
stackoverflow.com,2013-06-01,845878.0
stackoverflow.com,2013-07-01,944230.0
stackoverflow.com,2013-08-01,920002.0
stackoverflow.com,2013-09-01,885624.0
stackoverflow.com,2013-10-01,983546.0
stackoverflow.com,2013-11-01,933426.0
stackoverflow.com,2013-12-01,889974.0
stackoverflow.com,2014-01-01,1009848.0
stackoverflow.com,2014-02-01,988442.0
stackoverflow.com,2014-03-01,1069760.0
stackoverflow.com,2014-04-01,995542.0
stackoverflow.com,2014-05-01,895472.0
stackoverflow.com,2014-06-01,815612.0
stackoverflow.com,2014-07-01,895200.0
stackoverflow.com,2014-08-01,827504.0
stackoverflow.com,2014-09-01,835044.0
stackoverflow.com,2014-10-01,864414.0
